No_,"Manufacturer ID",Description,Price,"Retail Price Incl_ GST",AvailableQty,Rocklea,Sydney,"Net Weight","Brand Code","Product Group Code","Minor Category 1","Minor Category 2","Vendor Name","Vendor URL","Item URL",Warranty,Dimension,"Item Description",Image
II366721,TN-2530XL,"BRO CON TN-2530XL-BLK",126.00,150,8,0,8,0,BRO,CON,#,#,Brother,,,"1 Year",,"BROTHER TN-2530XL, Mono Laser Toner Cartridge, Yield Up to 3000 Pages, Black, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366721/full/0/01737599423.jpg
II366728,"MODERN AM272P 12M-1051AU","MSI SYS AIO-MODERN-AM272P-12M-1051AU","1,299.00",1929.07,3,3,0,0,MSI,SYS,#,#,MSI,https://au.msi.com/,,"3 Year",,"MSI MODERN AM272P 12M-1051AU, AIO, 27"", FHD Screen, Intel i7-1255U/D4, 16GB DDR4 RAM, 1TB NVMe SSD, Webcam, Keyboard+Mouse, Wireless AX+Bluetooth, Windows11 Pro, Black, 3 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366728/full/0/01738026023.jpg
II366729,"MODERN AM272P 12M-1052AU","MSI SYS AIO-MODERN-AM272P-12M-1052AU","1,129.00",1271.82,13,13,0,0,MSI,SYS,#,#,MSI,https://au.msi.com/,https://au.msi.com/All-in-One-PC/Modern-AM272P-12M,"3 Year",,"MSI MODERN AM272P 12M-1052AU, AIO, 27"", FHD Screen, Intel i5-1235U/D4, 16GB DDR4 RAM, 1TB NVMe SSD, Webcam, Keyboard+Mouse, Wireless AX+Bluetooth, Windows11 Pro, Black, 3 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366729/full/0/01738025890.jpg
II366732,"MODERN AM242P 12M-1611AU","MSI SYS AIO-MODERN-AM242P-12M-1611AU","1,049.00",1180.91,20,20,0,0,MSI,SYS,#,#,MSI,https://au.msi.com/,,"3 Year",,"MSI MODERN AM242P 12M-1611AU, AIO, 23.8"", FHD Screen, Intel i5-1235U/D4, 16GB DDR4 RAM, 1TB NVMe SSD, Webcam, Keyboard+Mouse, Wireless AX+Bluetooth, Windows11 Pro, Black, 3 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366732/full/0/01738026977.jpg
II366743,21SG000LAU,"LEN NBK  TB14-G8-21SG000LAU",960.00,1852.74,20+,20+,0,0,LEN,NBK,#,#,,https://www.lenovo.com/au/en/pc/,,"1 Year",,"Lenovo 21SG000LAU, ThinkBook 14 G8, 14"" WUXGA Screen(IR-Webcam), Intel Core 5-210H, 16GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366743/full/1738206688.jpg
II366744,21SG000MAU,"LEN NBK TB14-G8-21SG000MAU","1,110.00",2160.64,100+,100+,13,0,LEN,NBK,#,#,,,,"1 Year",,"Lenovo 21SG000MAU, ThinkBook 14 G8, 14"" WUXGA Screen(IR-Webcam), Intel Core 7-240H, 16GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty	",https://images.auscomp.au/uploads/images/II366744/full/1738207094.jpg
II366745,21SG008JAU,"LEN NBK TB14-G8-21SG008JAU","1,195.00",1749,7,5,2,0,LEN,NBK,#,#,Lenovo,,,"1 Year",,"Lenovo 21SG008JAU, ThinkBook 14 G8, 14"" WUXGA Screen(IR-Webcam), Intel Core 7-240H, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty	",https://images.auscomp.au/uploads/images/II366745/full/0/01738207921.jpg
II366748,21SH000MAU,"LEN NBK TB16-G8-21SH000MAU","1,150.00",2270.64,50+,50+,4,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"1 Year",,"Lenovo 21SH000MAU Thinkbook 16 G8, 16"" WUXGA Screen(IR-Webcam), Intel Core 7-240H, 16GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366748/full/0/01738034466.jpg
II366749,21SH009FAU,"LEN NBK TB16-G8-21SH009FAU","1,225.00",2440.64,12,12,0,0,LEN,NBK,#,#,Lenovo,,,"1 Year",,"Lenovo 21SH009FAU, ThinkBook 16 G8, 16"" WUXGA Screen(IR-Webcam), Intel Core 7-240H, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366749/full/1738208899.jpg
II366750,21SK007JAU,"LEN NBK TB16-G8-21SK007JAU","1,199.00",1380.91,20+,20+,10,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"1 Year",,"Lenovo 21SK007JAU, ThinkBook 16 G8, 16"" WUXGA Screen, Intel Core Ultra 5-225U, 32GB(2x16GB) DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro(AI), 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366750/full/0/01747189961.jpg
II366751,21SK006TAU,"LEN NBK TB16-G8-21SK006TAU","1,430.00",1608.18,17,17,0,0,LEN,NBK,#,#,Lenovo,,,"1 Year",,"Lenovo 21SK006TAU, ThinkBook 16 G8, 16"", WUXGA Screen(IR-Webcam), Intel Core Ultra 7-255H, 32GB(2x16GB) DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro(AI), 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366751/full/0/01743466844.jpg
II366760,21ML00C5AU,"LEN NBK T14-G5-21ML00C5AU","2,089.00",2967.17,10,10,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21ML00C5AU, ThinkPad T14 G5, 14"" WUXGA Screen(IR-Webcam), Intel Core Ultra 7-155U, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366760/full/1738205186.jpg
II366762,21KC00DFAU,"LEN NBK X1-CARBON-G12-21KC00DFAU","2,449.00",3449,10,10,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21KC00DFAU, ThinkPad X1 Carbon G12, 14"" WUXGA Touch Screen(IR-Webcam), Intel Core Ultra 7-155U, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366762/full/0/01738036900.jpg
II366763,21ML0088AU,"LEN NBK T14-G5-21ML0088AU","2,529.00",4053.64,2,2,0,0,LEN,NBK,#,#,Lenovo,,,"3 Year",,"Lenovo 21ML0088AU, ThinkPad T14 G5, 14"" WUXGA Touch Screen(IR-Webcam), Intel Core Ultra 7-155U, 32GB DDR5 RAM, 1TB NVMe SSD, LTE-4G, Wireless AX+Bluetooth, Windows 11 Pro(AI), 3 Year Premier Warranty	",https://images.auscomp.au/uploads/images/II366763/full/1738204566.jpg
II366776,CP16G64C38U5B,"CRU MEM 5-16GB-CP16G64C38U5B",74.00,129,10,10,0,0,CRU,MEM,#,#,Crucial,,,"Limited Lifetime",,"Crucial CP16G64C38U5B, Pro, UDIMM, DDR5, 16GB (1x16GB), 6400MHz, CL38, 1,35V, Black Heat Spreader Support Intel XMP AMD Ryzen for Desktop PC Gaming, Limited Lifetime Warranty",https://images.auscomp.au/uploads/images/II366776/full/0/01738284096.jpg
II366789,GV-N5080WF3OC-16GD,"GIG VGA GV-N5080WF3OC-16GD","1,696.00",2599,5,5,0,0,GIG,VGA,#,#,Gigabyte,https://www.gigabyte.com/au,https://www.gigabyte.com/au/Graphics-Card/GV-N5080WF3OC-16GD#kf,"3 Year",,"Gigabyte GV-N5080WF3OC-16GD, Nvidia GeForce RTX 5080 WINDFORCE OC, 16GB GDDR7, Core Clock: 2670MHz, Cuda Core: 10752, 1xHDMI, 3xDP, PSU: 850W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366789/full/0/01738287866.jpg
II366793,USW-PRO-MAX-16-POE,"UBI LAN USW-PRO-MAX-16-POE",649.00,811.8,2,2,0,0,UBI,LAN,#,#,Ubiquiti,https://techspecs.ui.com,https://techspecs.ui.com/unifi/switching/usw-pro-max-16-poe?s=au,"2 Year",,"Ubiquiti USW-PRO-MAX-16-POE, UniFi Pro Max Gigabit PoE+ Switch, 4x 2.5Gbe PoE++ Ports, 12x Gigabit PoE+ Ports, 2x SFP+ Ports, Layer 2 Management, 2 Year Warranty",https://images.auscomp.au/uploads/images/II366793/full/0/01738212098.jpg
II366818,"PRO MP251 E2","MSI LCD 25-PRO-MP251-E2",107.00,189,20+,20+,0,0,MSI,LCD,#,#,MSI,https://au.msi.com/,https://au.msi.com/Business-Productivity-Monitor/PRO-MP251-E2,"3 Year",,"*Price Vaild Till 2nd NOV 2025* MSI PRO MP251 E2, 24.5"", IPS, FHD, 1920X1080, 16:9, 1ms, 120Hz, Adaptive Sync, 1xHDMI, 1xDP, 1xVGA, Speaker, VESA, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366818/full/0/01738557342.jpg
II366820,U27G42,"AOC LCD 27-U27G42",426.00,542.73,1,1,0,0,AOC,LCD,#,#,AOC,,,"3 Year",,"AOC U27G42, 27"", IPS, 4K UHD Gaming, 3840x2160, 16:9, 0.5ms, Adaptive Sync, 160Hz, 2xHDMI, 1xDP, VESA, Height Adjustable, Pivot, Swivel, Tilt, 2 Year Warranty ",https://images.auscomp.au/uploads/images/II366820/full/1740105368.jpg
II366854,CP-9020285-AU,"COR PSU 750W-CMPSU-RM750X-BLACK",176.00,242,6,5,1,0,COR,PSU,#,#,Corsair,https://www.corsair.com/ww/en,,"10 Year",,"Corsair CP-9020285-AU, RMx Series RM750x Cybenetics, 750W, 80 Plus Gold, Fully Modular, Fan: 140mm, ATX, MTBF: 100,000 Hours, 10 Year Warranty",https://images.auscomp.au/uploads/images/II366854/full/1738911550.jpg
II366857,21LB000YAU,"LEN NBK L13-G5-21LB000YAU","1,730.00",2599,10,10,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"1 Year",,"Lenovo 21LB000YAU, ThinkPad L13 G5, 13.3"", IPS, WUXGA Screen(IR-Webcam), Intel Core Ultra 7-155U, 16GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366857/full/1739842074.jpg
II366858,21N1002HAU,"LEN NBK T14S-G6-21N1002HAU","1,779.00",2699,12,12,0,0,LEN,NBK,#,#,Lenovo,http://www3.lenovo.com/au/en,,"3 Year",,"Lenovo 21N1002HAU, ThinkPad T14S G6, 14"", WUXGA Touch Screen(IR-Webcam), Snapdragon X1P-42-100, 16GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366858/full/0/01739508506.jpg
II366859,21KV002RAU,"LEN NBK P1-G7-21KV002RAU-MWKS","3,649.00",5699,1,1,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21KV002RAU, ThinkPad P1 G7, 16"", IPS, WUXGA Screen(IR-Webcam), Intel Core Ultra 7-155H, 32GB DDR5 RAM, 1TB NVMe SSD, Nvidia Geforce RTX 4060 8GB, Wireless AX+Bluetooth, Windows 11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366859/full/0/01739837391.jpg
II366862,21MN00D5AU,"LEN NBK T16-G3-21MN00D5AU","1,849.00",2749,13,13,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21MN00D5AU, ThinkPad T16 G3, 16"", WUXGA (IR-Webcam), Intel Core Ultra 5-125U, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366862/full/0/01739340083.jpg
II366864,21G20042AU,"LEN NBK P14S-G5-21G20042AU-MWKS","2,099.00",3358.18,5,5,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21G20042AU, ThinkPad P14s G5, 14.5"", IPS, WUXGA Screen(IR-Webcam), Intel Core Ultra 7-155H, 32GB(2x16GB)  DDR5 Ram, 512GB NVMe SSD , Wireless AX+Bluetooth, Windows 11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366864/full/0/01739840076.jpg
II366865,21MN00D3AU,"LEN NBK T16-G3-21MN00D3AU","2,139.00",2699.09,2,2,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 21MN00D3AU, ThinkPad T16 G3, 16"", WUXGA Screen (IR-Webcam), Intel Core Ultra 7-155U, 32GB DDR5 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows11 Pro, 3 Year Premier Warranty",https://images.auscomp.au/uploads/images/II366865/full/0/01739341781.jpg
II366866,21LM0033AU,"LEN NBK L13-2-IN-1-G5-21LM0033AU","1,759.00",2759,4,4,0,0,LEN,NBK,#,#,Lenovo,https://www.lenovo.com/au/en/pc/,,"1 Year",,"Lenovo 21LM0033AU, ThinkPad L13 2-in-1 G5, 13.3"", WUXGA Touch Screen(IR-Webcam), Intel Core Ultra 5-125U, 32GB DDR5 RAM, 512GB NVMe SSD, Slim Pen, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II366866/full/0/01739329677.jpg
II366896,"MODERN 15 F1MG-217AU","MSI NBK MODERN-15-F1MG-217AU",899.00,1180.91,12,12,0,0,MSI,NBK,#,#,MSI,https://au.msi.com/,,"1 Year",,"MSI MODERN 15 F1MG-217AU, 15.6"" FHD Screen, Intel Core 5-120U, 16GB(8GB*2) DDR4 RAM, 512GB NVMe SSD Windows11 Pro, Wireless AX+Bluetooth, Windows11 Pro, Platinum Grey, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366896/full/0/01738897864.jpg
II366904,LNM109P001T-RNNNG,"LXR SSD 1TB-LNM109P001T-RNNNG",161.00,242,14,14,0,0,LXR,SSD,#,#,Lexar,,,"5 Year",,"Lexar LNM109P001T-RNNNG, NM1090 Pro, 1TB, PCIe Gen5 M.2 2280, 700TBW, Read Speed: Up to 14000MB/s, Write Speed: Up to 10000MB/s, 5 Year Warranty",https://images.auscomp.au/uploads/images/II366904/full/0/01742773258.jpg
II366905,LNM109P002T-RNNNG,"LXR SSD 2TB-LNM109P002T-RNNNG",315.00,636.36,20+,20+,0,0,LXR,SSD,#,#,Lexar,,,"5 Year",,"Lexar LNM109P002T-RNNNG, NM1090 Pro, 2TB, PCIe Gen5 M.2 2280, 1400TBW, Read Speed: Up to 14000MB/s, Write Speed: Up to 13000MB/s, 5 Year Warranty",https://images.auscomp.au/uploads/images/II366905/full/0/01742773811.jpg
II366906,LNM109P004T-RNNNG,"LXR SSD 4TB-LNM109P004T-RNNNG",599.00,1136.36,11,11,0,0,LXR,SSD,#,#,Lexar,,,"5 Year",,"Lexar LNM109P004T-RNNNG, NM1090 Pro, 4TB, PCIe Gen5 M.2 2280, 2800TBW, Read Speed: Up to 14000MB/s, Write Speed: Up to 13000MB/s, 5 Year Warranty",https://images.auscomp.au/uploads/images/II366906/full/0/01742774130.jpg
II366913,"MODERN 15 F13MG-218AU","MSI NBK MODERN-15-F13MG-218AU",799.00,1499,20+,20+,2,0,MSI,NBK,#,#,MSI,https://au.msi.com/,,"1 Year",,"MSI MODERN 15 F13MG-218AU, 15.6"", FHD Raptor Lake, Intel i7-1355U, 16GB(8GB*2) DDR4 RAM, 512GB NVMe SSD, Wireless AX+Bluetooth, Windows11 Home, Platinum Grey, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366913/full/0/01739421397.jpg
II366918,U7-PRO-WALL,"UBI LAN U7-PRO-WALL",341.00,390,2,0,2,0,UBI,LAN,#,#,Ubiquiti,,,"1 Year",,"Ubiquiti U7 Pro Wall, 6 Spatial Stream Access Point, 6 GHz Support Tailored, PoE+, Voltage 44—57V DC, Max Power 22W, 2.5 GbE uplink, 300+ Devices,140 m² cover, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366918/full/0/01739330570.jpg
II366922,BH74-CH-TEAMS-USB-C/A,"YEA HDS BH74-TEAMS-CH-USB-C/A",201.00,276.1,2,2,0,0,YEA,HDS,#,#,Yealink,https://www.yealink.com/en,https://www.yealink.com/en/product-detail/headset-bh74,"1 Year",,"Yealink BH74-CH-Teams-USB-C/A, Microsoft Certified Teams Bluetooth Headset with Charging Stand, USB-C to USB-A Adaptor, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366922/full/1747967850.jpg
II366957,PSUHUNSAC607,"HUN PWB 6W-SRGE-PSUHUNSAC607-2M",29.00,42.9,20,20,0,0,HUN,PWB,#,#,Huntkey,,,"1 Year",,"HuntKey PSUHUNSAC607, 6 Outlet Surge Protected Powerboard, 2 Meter with Dual USB Ports, 5V, 2.4A, 1 Year Warranty",https://images.auscomp.au/uploads/images/II366957/full/1739861069.jpg
II366970,EAP653,"TPL LAN EAP653",145.00,179,1,1,0,0,TPL,LAN,#,#,TP-LINK,https://www.tp-link.com/au,https://www.tp-link.com/au/business-networking/omada-sdn-access-point/eap653/,"5 Year",,"TP-Link EAP653, Indoor Wireless Access Point, WiFi 6, Wireless AX3000, 5 Year Warranty",https://images.auscomp.au/uploads/images/II366970/full/1739517862.jpg
II366972,"GV-N507TGAMING OC-16GD","GIG VGA GV-N507TGAMING-OC-16GD","1,365.00",2099,1,1,0,0,GIG,VGA,#,#,GigaByte,https://www.gigabyte.com/au,https://www.gigabyte.com/au/Graphics-Card/GV-N507TGAMING-OC-16GD#kf,"3 Year",,"Gigabyte GV-N507TGAMING OC-16GD, Nvidia GeForce RTX 5070 Ti GAMING OC, 16GB DDR7, Core Clock: TBD, Cuda Core: 8960, 1xHDMI, 3xDP, PSU: 750W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366972/full/0/01740621177.jpg
II366974,"GV-N507TEAGLE OC-16GD","GIG VGA GV-N507TEAGLE-OC-16GD","1,466.00",1999,1,1,0,0,GIG,VGA,#,#,Gigabyte,https://www.gigabyte.com/au,https://www.gigabyte.com/au/Graphics-Card/GV-N507TEAGLE-OC-16GD,"3 Year",,"Gigabyte GV-N507TEAGLE OC-16GD, Nvidia GeForce RTX 5070 Ti EAGLE OC SFF, 16GB GDDR7, Core Clock: TBD, Cuda Core: 8960, 1xHDMI, 3xDP, PSU: 750W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366974/full/1740620028.jpg
II366975,GV-N507TWF3OC-16GD,"GIG VGA GV-N507TWF3OC-16GD","1,330.00",1799,2,2,0,0,GIG,VGA,#,#,Gigabyte,https://www.gigabyte.com/au,https://www.gigabyte.com/au/Graphics-Card/GV-N507TWF3OC-16GD#kf,"3 Year",,"Gigabyte GV-N507TWF3OC-16GD, Nvidia GeForce RTX 5070 Ti WINDFORCE OC SFF, 16GB GDDR7, Core Clock: TBD, Cuda Core: 8960, 1xHDMI, 3xDP, PSU: 750W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366975/full/0/01740621717.jpg
II366980,B7WJ5PT,"HPL SYS Z1-G9-TWR-B7WJ5PT","1,669.00",2390,5,5,0,0,HPL,SYS,#,#,"Hewlett Packard",https://www.hp.com/au-en/home.html,,"3 Year",,"HP B7WJ5PT, Z1 G9 Tower, Intel i7-14700, 16GB DDR5 RAM, 512GB NVMe SSD, NVIDIA T400 4GB, Keyboard+Mouse, Windows 11 Pro, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366980/full/1739851101.jpg
II366982,B7WJ4PT,"HPL SYS Z1-G9-TWR-B7WJ4PT","2,049.00",3298.06,3,3,0,0,HPL,SYS,#,#,"Hewlett Packard",https://www.hp.com/au-en/home.html,,"3 Year",,"HP B7WJ4PT, Z1 G9 Tower, Intel i7-14700, 16GB DDR5 RAM, 512GB NVMe SSD, Nvidia Geforce RTX3060 12GB, Keyboard+Mouse, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366982/full/0/01739505183.jpg
II366988,"GV-N5080GAMING OC-16GD","GIG VGA GV-N5080GAMING-OC-16GD","1,848.00",2899,2,2,0,0,GIG,VGA,#,#,Gigabyte,https://www.gigabyte.com/au,https://www.gigabyte.com/au/Graphics-Card/GV-N5080GAMING-OC-16GD,"3 Year",,"Gigabyte GV-N5080GAMING OC-16GD, Nvidia GeForce RTX 5080 GAMING OC, 16GB GDDR7, Core Clock: 2730MHz, Cuda Core: 10752, 1xHDMI, 3xDP, PSU: 850W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366988/full/0/01739513620.jpg
II366989,63ECGAR2AU,"LEN LCD 24-63ECGAR2AU",223.00,344.55,15,15,0,0,LEN,LCD,#,#,Lenovo,http://www3.lenovo.com/au/en,,"3 Year",,"Lenovo 63ECGAR2AU, ThinkVision E24q-30, 23.8"", IPS, QHD, 2560 x 1440, 16:9, 4ms, 100Hz, 1xHDMI, 1xDP, Speaker. Vesa, Height Adjustable, Pivot, Swivel, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366989/full/1739770106.jpg
II366997,"GEFORCE RTX 5080 16G INSPIRE 3X OC","MSI VGA GEFORCE-RTX-5080-16G-INSPIRE-3X-OC","1,935.00",2970,2,2,0,0,MSI,VGA,#,#,MSI,https://au.msi.com/,https://au.msi.com/search/GEFORCE%20RTX%205080%2016G%20INSPIRE%203X%20OC,"3 Year",,"MSI GEFORCE RTX 5080 16G INSPIRE 3X OC, Nvidia GeForce RTX 5080, 16GB GDDR7, Core Clock: 2655MHz, Coda Core: 10752, 1xHDMI, 3xDP, PSU: 850W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II366997/full/1739770697.jpg
II367002,AT-DPHDMI4K-2M,"ASO CAB DP-M-HDMI-M-2M",19.00,25,6,6,0,0,ASO,CAB,#,#,Astrotek,,,"1 Year",,"Astrotek AT-DPHDMI4K-2M, 2M, DisplayPort DP to HDMI Cable Converter Adapter, Male to Male, 4K Resolution For Laptop PC to Monitor Projector HDTV Video Card, 1 Year Warranty",https://images.auscomp.au/uploads/images/II367002/full/0/01739776913.jpg
II367029,TUF-RTX5070TI-O16G-GAMING,"ASU VGA TUF-RTX5070TI-O16G-GAMING","1,595.00",1999,1,1,0,0,ASU,VGA,#,#,Asus,https://www.asus.com/au/,https://www.asus.com/au/searchresult?searchType=products&searchKey=TUF-RTX5070TI-O16G-GAMING&page=1,"3 Year",,"Asus TUF-RTX5070TI-O16G-GAMING, Nvidia GeForce RTX 5070 Ti OC, 16GB DDR7, Core Clock: 2610MHz, Cuda Core: 8960, 2xHDMI, 3xDP, PSU: 850W, PCIe 5.0, 3 Year Warranty ",https://images.auscomp.au/uploads/images/II367029/full/0/01740383690.jpg
II367035,6Y7L1AA,"HPL CAM 625-6Y7L1AA",155.00,199,7,7,0,0,HPL,CAM,#,#,"Hewlett Packard",https://www.hp.com/au-en/home.html,,"1 Year",,"HP 6Y7L1AA, 625 FHD Webcam, USB-A, Black, 1 Year Warranty",https://images.auscomp.au/uploads/images/II367035/full/0/01740018741.jpg
II367038,86S97UT,"HPL UHB USB-C-TRAVEL-HUB-G3-86S97UT",89.00,125,5,5,0,0,HPL,UHB,#,#,"Hewlett Packard",https://www.hp.com/au-en/home.html,,"1 Year",,"HP 86S97UT, USB-C Travel Hub G3, 1xUSB-C, 2xUSB-A, Cable Length: 30cm, 1 Year Warranty",https://images.auscomp.au/uploads/images/II367038/full/0/01740027621.jpg
II367042,PRIME-RX9070XT-O16G,"ASU VGA PRIME-RX9070XT-O16G","1,163.00",1369,9,9,0,0,ASU,VGA,#,#,Asus,https://www.asus.com/au/,,"3 Year",,"Asus PRIME-RX9070XT-O16G, AMD Radeon RX9070, Core Clock: TBD, Cuda Core: TBD, 1xHDMI, 3XDP, PSU: 750W, PCIe5.0, 3 Year Warranty",https://images.auscomp.au/uploads/images/II367042/full/1743049675.jpg
II367053,LD5S32G56C46ST-BGS,"LXR MEM 5-NB-32GB-LD5S32G56C46ST-BGS",117.00,169,20+,20+,10,0,LXR,MEM,#,#,Lexar,www.lexar.com,,"Limited Lifetime",,"Lexar LD5S32G56C46ST-BGS, SODIMM, DDR5 32GB(1x32GB), 5600MHz, CL46, Limited Lifetime Warranty",https://images.auscomp.au/uploads/images/II367053/full/1756271178.jpg
II367054,LD5U32G56C46ST-BGS,"LXR MEM 5-32GB-LD5U32G56C46ST-BGS",99.00,159,9,8,1,0,LXR,MEM,#,#,Lexar,,,"Limited Lifetime",,"*Promo while stocks last* Lexar LD5U32G56C46ST-BGS, UDIMM, DDR5 32GB(1x32GB), 5600MHz, CL46, Limited Lifetime Warranty",https://images.auscomp.au/uploads/images/II367054/full/1740123436.jpg
II367082,B8SU2AT,"HPL SYS 240-G10-AIO-B8SU2AT","1,049.00",2096.6,20+,14,10,0,HPL,SYS,#,#,"Hewlett Packard",,,"1 Year",,"HP B8SU2AT, ProOne 240 G10, 23.8"", FHD Screen, Intel i5-1334U, 16GB DDR5 RAM, 512GB NVMe SSD, Keyboard+Mouse, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II367082/full/0/01744008511.jpg
II367083,B81RYPT,"HPL SYS 245-G10-AIO-B81RYPT-AMD",929.00,1988,100+,100+,20+,0,HPL,SYS,#,#,"Hewlett Packard",http://www.hp.com/au/,,"1 Year",,"HP B81RYPT, ProOne 245 G10 AIO, 23.8"", FHD Screen, AMD Ryzen 7-7730U, 16GB DDR4 RAM, 512GB NVMe SSD, Keyboard+Mouse, Wireless AX+Bluetooth, Windows 11 Pro, 1 Year Onsite Warranty",https://images.auscomp.au/uploads/images/II367083/full/0/01740465789.jpg
II367096,63A9GAR1AU,"LEN LCD 27-63A9GAR1AU",465.00,844.55,5,5,0,0,LEN,LCD,#,#,LENOVO,https://www.lenovo.com/au/en/pc/,,"3 Year",,"Lenovo 63A9GAR1AU, ThinkVision T27P-30, 27"", IPS, WLED, UHD, 3840x2160, 16:9, 4ms, 1xHDMI, 1xDP, RJ-45, USB, Height Adjustable, VESA, Pivot, Swivel, Tilt, 3 Year Warranty",https://images.auscomp.au/uploads/images/II367096/full/0/01740467520.jpg
II367098,MKT01,"ASU MNT ACC-LCD-DESK-MKT01",2.00,3,1,1,0,0,ASU,MNT,#,#,Asus,https://www.asus.com/au/,,"1 Year",,"Asus MKT01, Monitor Stand For Mounting Mini PCs On The Monitor, Desk Mount, 1 Year Warranty",https://images.auscomp.au/uploads/images/II367098/full/0/01740529177.jpg
II367131,CL-P137-AL12SW-A,"THM FAN 120MM-ASTRIA-200-ARGB-WHITE",48.50,69,2,2,0,0,THM,FAN,#,#,Thermaltake,https://thermaltake.com.au/,,"2 Year",,"Thermaltake CL-P137-AL12SW-A, ASTRIA 200 ARGB Sync CPU Cooler, Fan Size: 120mm, PWM: 500-1800 RPM, Air Flow: 65 CFM, Single Fan, White, Intel Socket LGA 2066, 2011, 1851, 1700, 1200, 1156, 1155, 1151, 1150, 1150_x000B, AMD AM5, AM4, 2 Year Warranty",https://images.auscomp.au/uploads/images/II367131/full/0/01740704653.jpg
